Problem_Name,Problem_Category,Ministry,Minister_Name,Days_To_Complete
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,21
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,23
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,21
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,23
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,24
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,23
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,27
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,24
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,25
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,20
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,21
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,4
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,2
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,2
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,7
Drinking water shortage,water,minister for water resources,S Duraimurugan,4
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,4
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,7
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,2
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,3
Drinking water shortage,water,minister for water resources,S Duraimurugan,2
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,1
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,13
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,14
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,18
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,13
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,16
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,17
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,13
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,15
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,18
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,18
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,18
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,21
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,13
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,12
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,13
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,14
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,15
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,12
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,18
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,12
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,18
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,14
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,16
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,14
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,19
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,16
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,20
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,19
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,19
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,15
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,21
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,19
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,13
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,12
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,13
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,13
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,21
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,19
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,20
Rice supply shortage,food,minister for food and civil supplies,R Sakkarapani,15
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,27
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,29
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,22
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,29
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,28
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,29
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,24
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,26
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,30
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,27
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,24
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,30
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,27
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,29
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,31
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,29
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,30
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,28
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,31
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,29
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,27
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Farmer subsidy delay,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,22
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,14
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,12
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,15
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,13
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,14
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,13
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,15
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,12
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,17
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,15
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,14
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,16
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,14
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,18
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,13
Electricity connection delay,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,13
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,21
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,23
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,22
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,26
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,23
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,20
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,23
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,23
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,27
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,22
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,24
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,26
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,21
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,20
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,18
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,22
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,18
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,19
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,25
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,22
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,22
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,25
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,19
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,21
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,22
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,26
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,25
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,22
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,25
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,21
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,27
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,21
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,23
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,19
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,19
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,26
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,22
Housing scheme approval delay,housing,minister for housing and urban development,S Muthusamy,18
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,23
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,28
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,28
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,30
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,30
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,29
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,24
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,25
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,27
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,26
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,22
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,30
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,27
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,27
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,24
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,22
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,28
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,28
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,28
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,26
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,28
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,29
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,25
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,27
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,29
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,24
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,24
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,26
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,29
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,24
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,22
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,24
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,25
Industrial pollution complaint,industries,minister for industries,Thangam Thennarasu,24
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,11
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,7
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,7
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,11
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,9
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,9
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,7
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,14
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,8
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,11
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,12
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,10
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,9
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,7
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,12
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,10
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,11
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,8
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,9
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,14
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,14
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,7
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Lack of teachers in school,education,minister for school education,Anbil Mahesh Poyyamozhi,7
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,28
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,28
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,22
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,28
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,26
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,21
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,19
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,23
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,22
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,26
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,26
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,24
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,20
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,26
Transformer damage complaint,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,26
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,7
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,4
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,13
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,9
Drinking water shortage,water,minister for water resources,S Duraimurugan,9
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,12
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,5
Drinking water shortage,water,minister for water resources,S Duraimurugan,8
Drinking water shortage,water,minister for water resources,S Duraimurugan,12
Drinking water shortage,water,minister for water resources,S Duraimurugan,10
Drinking water shortage,water,minister for water resources,S Duraimurugan,13
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,12
Drinking water shortage,water,minister for water resources,S Duraimurugan,7
Drinking water shortage,water,minister for water resources,S Duraimurugan,12
Drinking water shortage,water,minister for water resources,S Duraimurugan,12
Drinking water shortage,water,minister for water resources,S Duraimurugan,10
Drinking water shortage,water,minister for water resources,S Duraimurugan,6
Drinking water shortage,water,minister for water resources,S Duraimurugan,10
Drinking water shortage,water,minister for water resources,S Duraimurugan,12
Drinking water shortage,water,minister for water resources,S Duraimurugan,7
Drinking water shortage,water,minister for water resources,S Duraimurugan,13
Drinking water shortage,water,minister for water resources,S Duraimurugan,10
Drinking water shortage,water,minister for water resources,S Duraimurugan,10
Drinking water shortage,water,minister for water resources,S Duraimurugan,7
Drinking water shortage,water,minister for water resources,S Duraimurugan,8
Drinking water shortage,water,minister for water resources,S Duraimurugan,7
Drinking water shortage,water,minister for water resources,S Duraimurugan,10
Drinking water shortage,water,minister for water resources,S Duraimurugan,11
Drinking water shortage,water,minister for water resources,S Duraimurugan,9
Legal certificate issue,law,minister for law,S Raghupathy,22
Legal certificate issue,law,minister for law,S Raghupathy,19
Legal certificate issue,law,minister for law,S Raghupathy,24
Legal certificate issue,law,minister for law,S Raghupathy,20
Legal certificate issue,law,minister for law,S Raghupathy,25
Legal certificate issue,law,minister for law,S Raghupathy,21
Legal certificate issue,law,minister for law,S Raghupathy,19
Legal certificate issue,law,minister for law,S Raghupathy,23
Legal certificate issue,law,minister for law,S Raghupathy,25
Legal certificate issue,law,minister for law,S Raghupathy,23
Legal certificate issue,law,minister for law,S Raghupathy,24
Legal certificate issue,law,minister for law,S Raghupathy,21
Legal certificate issue,law,minister for law,S Raghupathy,19
Legal certificate issue,law,minister for law,S Raghupathy,21
Legal certificate issue,law,minister for law,S Raghupathy,18
Legal certificate issue,law,minister for law,S Raghupathy,26
Legal certificate issue,law,minister for law,S Raghupathy,21
Legal certificate issue,law,minister for law,S Raghupathy,20
Legal certificate issue,law,minister for law,S Raghupathy,21
Legal certificate issue,law,minister for law,S Raghupathy,26
Legal certificate issue,law,minister for law,S Raghupathy,25
Legal certificate issue,law,minister for law,S Raghupathy,22
Legal certificate issue,law,minister for law,S Raghupathy,23
Legal certificate issue,law,minister for law,S Raghupathy,21
Legal certificate issue,law,minister for law,S Raghupathy,25
Legal certificate issue,law,minister for law,S Raghupathy,18
Legal certificate issue,law,minister for law,S Raghupathy,27
Legal certificate issue,law,minister for law,S Raghupathy,24
Legal certificate issue,law,minister for law,S Raghupathy,26
Legal certificate issue,law,minister for law,S Raghupathy,24
Legal certificate issue,law,minister for law,S Raghupathy,24
Legal certificate issue,law,minister for law,S Raghupathy,27
Legal certificate issue,law,minister for law,S Raghupathy,26
Legal certificate issue,law,minister for law,S Raghupathy,24
Legal certificate issue,law,minister for law,S Raghupathy,21
Legal certificate issue,law,minister for law,S Raghupathy,23
Legal certificate issue,law,minister for law,S Raghupathy,27
Legal certificate issue,law,minister for law,S Raghupathy,19
Legal certificate issue,law,minister for law,S Raghupathy,25
Legal certificate issue,law,minister for law,S Raghupathy,25
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,5
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,11
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,4
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,12
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,8
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,13
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,12
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,9
Government hospital facility issue,health,minister for medical and family welfare,Ma Subramanian,10
